date,pressure,maxtemp,temparature,mintemp,dewpoint,humidity,cloud,sunshine,winddirection,windspeed,rainfall
2023-01-01,1011.7429057890187,22.4166526869254,13.219279712044893,25.45197281350411,22.497602774497885,81,94,10.66299619205709,114.22686654924459,19.249902402144794,1
2023-01-02,1023.56390210789,17.499781556275607,24.477969149341188,23.393309737131364,20.0453198846678,59,100,12.309716737327886,0.0,47.83986628769355,1
2023-01-03,1016.8084310465193,22.312294932602494,12.257727997537621,16.621454236214618,12.024887348701213,76,63,2.9253329281658376,0.0,10.363367489768478,0
2023-01-04,1012.0332295470771,16.676478812828552,39.13477241678343,17.432646519684084,25.787136206408633,80,96,0.49870625098279264,128.0502457961848,42.70457347053627,1
2023-01-05,1006.1616512596285,21.674999913898755,15.810435389982157,35.859701130916406,36.11520764727128,66,56,10.398990185789344,132.47913206615624,16.43153543237413,0
2023-01-06,1014.7880571795898,19.88519846462551,27.49657273471935,12.774495518963572,6.306714222200371,81,91,11.128331219326032,136.26536238399663,0.0,1
2023-01-07,1013.663994881157,17.770455551683398,25.5532353832221,15.282204382882831,32.9201402071023,100,100,3.165574990770387,85.60587648264696,28.49145114126338,1
2023-01-08,1009.6947039006027,12.40232074447359,14.9955130882769,10.87443780522594,15.474641072264923,67,67,0.8086820601600326,75.02022412533515,57.24705915959318,0
2023-01-09,1014.5389951827107,27.162054549275886,31.90117046755192,21.32796251137312,25.883799882813747,88,59,0.0,22.442090881706562,31.753880892583428,0
2023-01-10,1011.8015676989121,30.145951630357978,33.6943776020104,8.610394073663825,29.40659206634732,100,75,4.013869630860881,241.2470066290743,21.775612354354816,1
2023-01-11,1021.713971777405,44.33139823138808,18.06264483064527,21.213863635263646,15.701580691442855,82,54,0.0,100.0541059479009,47.30832656425741,0
2023-01-12,1020.6786098050951,5.819568297443254,31.779697324366875,18.054566438145955,16.366612718743976,74,94,5.838352818463628,0.0,36.80685767802051,1
2023-01-13,1007.481275409398,16.75071570283451,25.596494929564244,33.184005224779725,18.721346143233546,71,77,2.4826717947554497,247.22339535687024,23.885759474320114,0
2023-01-14,1016.117052919025,19.034189843836337,14.012731142819002,24.679350981038482,18.9829963472462,87,24,11.304819554133637,59.97888581104676,39.11216237821156,0
2023-01-15,1013.2357602179926,29.731971831438816,27.956612038266027,19.57594754114013,21.2899307850788,79,74,0.0,55.34252539012618,14.340069575961277,0
2023-01-16,1021.5823312966293,20.79817075124294,15.434766132025167,37.33494486437768,25.766037691965522,79,68,0.0,160.39127217217703,0.8656547352747914,1
2023-01-17,1022.8678659258554,24.170390561546366,37.14923314965931,20.27327491746166,26.509234016491398,74,48,1.1313764494959098,150.50065870836286,25.048433412158168,0
2023-01-18,1023.0610778968614,34.19536439097931,28.363832492072685,16.24239457852745,17.29578337589003,83,91,9.278042597531229,39.98158127837915,24.17337391594268,1
2023-01-19,1017.0841468522068,35.02006338920613,12.849308253323343,9.962217381808161,30.276334294465954,86,96,4.156988143831823,76.12171519097635,30.490628045725938,1
2023-01-20,1013.6536921508346,25.142169727566618,29.42256826106017,16.487283639029602,21.671866068950678,90,80,11.379634410704712,45.33892280685606,24.602846281522343,1
2023-01-21,1015.529711957585,21.32209249825734,27.310765721843214,17.506811073626295,24.798420903133337,85,69,0.0,203.78486214441017,37.68661077389544,1
2023-01-22,1027.2389668331493,26.209160258813814,28.716093197096047,12.254942353973327,24.08682867842402,76,75,11.466607178229372,190.44437238720081,24.073724640522727,1
2023-01-23,1006.150488537292,28.37057499879364,24.825668854924707,15.111695810173906,17.915707138903066,96,34,16.93060283527815,137.80926329451478,23.342369896998417,0
2023-01-24,1001.0874005321514,20.152053147276252,27.985046768940233,28.179743331653846,25.628279243720844,63,85,1.996033951343446,104.89578739317568,19.354454926155796,1
2023-01-25,1018.0241963686055,32.739943405197096,28.121555584746798,25.84752169719566,16.335372759920748,79,55,5.033219666464241,40.237018542290635,29.949476599948262,1
2023-01-26,1008.0097169885444,34.34146535572627,31.044329812966353,16.572025730796085,27.696233146278562,80,100,0.0,144.2609892793956,8.047912943241919,1
2023-01-27,1012.9334891253188,17.12031805424874,16.125301237043292,24.81347516866087,16.172343429364954,70,72,10.295113820772855,119.2044556520952,21.98061770381862,0
2023-01-28,1005.9662835335928,30.082701200362955,14.161544866903865,24.585491688888627,23.285212204842153,86,100,4.074592873737342,282.52769725290915,0.0,1
